Game Name,Date,Player Count,game_id,
Witcher 3, 2018-07-01,28389,292030,
Witcher 3, 2018-06-01,30405,292030,
Witcher 3, 2018-05-01,19303,292030,
Witcher 3, 2018-04-01,26358,292030,
Witcher 3, 2018-03-01,24301,292030,
Witcher 3, 2018-02-01,32041,292030,
Witcher 3, 2018-01-01,29915,292030,
Witcher 3, 2017-12-01,27578,292030,
Witcher 3, 2017-11-01,28604,292030,
Witcher 3, 2017-10-01,33634,292030,
Witcher 3, 2017-09-01,23182,292030,
Witcher 3, 2017-08-01,18461,292030,
Witcher 3, 2017-07-01,29357,292030,
Witcher 3, 2017-06-01,34428,292030,
Witcher 3, 2017-05-01,18517,292030,
Witcher 3, 2017-04-01,22743,292030,
Witcher 3, 2017-03-01,20668,292030,
Witcher 3, 2017-02-01,26125,292030,
Witcher 3, 2017-01-01,32059,292030,
Witcher 3, 2016-12-01,29944,292030,
Witcher 3, 2016-11-01,21342,292030,
Witcher 3, 2016-10-01,17904,292030,
Witcher 3, 2016-09-01,18720,292030,
Witcher 3, 2016-08-01,18906,292030,
Witcher 3, 2016-07-01,31198,292030,
Witcher 3, 2016-06-01,53645,292030,
Witcher 3, 2016-05-01,49512,292030,
Witcher 3, 2016-04-01,10348,292030,
Witcher 3, 2016-03-01,11609,292030,
Witcher 3, 2016-02-01,14808,292030,
Witcher 3, 2016-01-01,23474,292030,
Witcher 3, 2015-12-01,21373,292030,
Witcher 3, 2015-11-01,13820,292030,
Witcher 3, 2015-10-01,20711,292030,
Witcher 3, 2015-09-01,13692,292030,
Witcher 3, 2015-08-01,13881,292030,
Witcher 3, 2015-07-01,22147,292030,
Witcher 3, 2015-06-01,55353,292030,
Witcher 3, 2015-05-01,92266,292030,
Witcher 3, 2015-04-01,92268,292030,
Dota 2, 2023-11-01,773854,570,
Dota 2, 2023-10-01,784158,570,
Dota 2, 2023-09-01,784560,570,
Dota 2, 2023-08-01,863795,570,
Dota 2, 2023-07-01,706044,570,
Dota 2, 2023-06-01,683487,570,
Dota 2, 2023-05-01,715786,570,
Dota 2, 2023-04-01,810881,570,
Dota 2, 2023-03-01,757854,570,
Dota 2, 2023-02-01,685805,570,
Dota 2, 2023-01-01,766096,570,
Dota 2, 2022-12-01,834168,570,
Dota 2, 2022-11-01,990991,570,
Dota 2, 2022-10-01,1042939,570,
Dota 2, 2022-09-01,872372,570,
Dota 2, 2022-08-01,751789,570,
Dota 2, 2022-07-01,686899,570,
Dota 2, 2022-06-01,702003,570,
Dota 2, 2022-05-01,695554,570,
Dota 2, 2022-04-01,734735,570,
Dota 2, 2022-03-01,743726,570,
Dota 2, 2022-02-01,728213,570,
Dota 2, 2022-01-01,787609,570,
Dota 2, 2021-12-01,759878,570,
Dota 2, 2021-11-01,752800,570,
Dota 2, 2021-10-01,753627,570,
Dota 2, 2021-09-01,667488,570,
Dota 2, 2021-08-01,700245,570,
Dota 2, 2021-07-01,710866,570,
Dota 2, 2021-06-01,734277,570,
Dota 2, 2021-05-01,673660,570,
Dota 2, 2021-04-01,706812,570,
Dota 2, 2021-03-01,650049,570,
Dota 2, 2021-02-01,657208,570,
Dota 2, 2021-01-01,695426,570,
Dota 2, 2020-12-01,699068,570,
Dota 2, 2020-11-01,679969,570,
Dota 2, 2020-10-01,723768,570,
Dota 2, 2020-09-01,676484,570,
Dota 2, 2020-08-01,666563,570,
Dota 2, 2020-07-01,716054,570,
Dota 2, 2020-06-01,736441,570,
Dota 2, 2020-05-01,794638,570,
Dota 2, 2020-04-01,801645,570,
Dota 2, 2020-03-01,747551,570,
Dota 2, 2020-02-01,667430,570,
Dota 2, 2020-01-01,638674,570,
Dota 2, 2019-12-01,629748,570,
Dota 2, 2019-11-01,710308,570,
Dota 2, 2019-10-01,750516,570,
Dota 2, 2019-09-01,758001,570,
Dota 2, 2019-08-01,840012,570,
Dota 2, 2019-07-01,779160,570,
Dota 2, 2019-06-01,892370,570,
Dota 2, 2019-05-01,998345,570,
Dota 2, 2019-04-01,973544,570,
Dota 2, 2019-03-01,1045353,570,
Dota 2, 2019-02-01,983435,570,
Dota 2, 2019-01-01,881256,570,
Dota 2, 2018-12-01,745843,570,
Dota 2, 2018-11-01,829011,570,
Dota 2, 2018-10-01,742992,570,
Dota 2, 2018-09-01,827979,570,
Dota 2, 2018-08-01,830388,570,
Dota 2, 2018-07-01,706228,570,
Dota 2, 2018-06-01,797767,570,
Dota 2, 2018-05-01,850371,570,
Dota 2, 2018-04-01,733580,570,
Dota 2, 2018-03-01,780113,570,
Dota 2, 2018-02-01,782579,570,
Dota 2, 2018-01-01,780059,570,
Dota 2, 2017-12-01,864939,570,
Dota 2, 2017-11-01,864584,570,
Dota 2, 2017-10-01,837599,570,
Dota 2, 2017-09-01,838489,570,
Dota 2, 2017-08-01,877952,570,
Dota 2, 2017-07-01,820135,570,
Dota 2, 2017-06-01,928430,570,
Dota 2, 2017-05-01,979135,570,
Dota 2, 2017-04-01,921318,570,
Dota 2, 2017-03-01,945789,570,
Dota 2, 2017-02-01,1040877,570,
Dota 2, 2017-01-01,1007451,570,
Dota 2, 2016-12-01,1014671,570,
Dota 2, 2016-11-01,1007270,570,
Dota 2, 2016-10-01,1141191,570,
Dota 2, 2016-09-01,1064377,570,
Dota 2, 2016-08-01,1117519,570,
Dota 2, 2016-07-01,1084198,570,
Dota 2, 2016-06-01,1095994,570,
Dota 2, 2016-05-01,1075307,570,
Dota 2, 2016-04-01,1164041,570,
Dota 2, 2016-03-01,1291328,570,
Dota 2, 2016-02-01,1248394,570,
Dota 2, 2016-01-01,1067949,570,
Dota 2, 2015-12-01,999452,570,
Dota 2, 2015-11-01,943635,570,
Dota 2, 2015-10-01,920726,570,
Dota 2, 2015-09-01,888728,570,
Dota 2, 2015-08-01,933942,570,
Dota 2, 2015-07-01,888922,570,
Dota 2, 2015-06-01,915726,570,
Dota 2, 2015-05-01,970403,570,
Dota 2, 2015-04-01,950606,570,
Dota 2, 2015-03-01,957147,570,
Dota 2, 2015-02-01,1263992,570,
Dota 2, 2015-01-01,1262612,570,
Dota 2, 2014-12-01,961737,570,
Dota 2, 2014-11-01,936583,570,
Dota 2, 2014-10-01,963810,570,
Dota 2, 2014-09-01,880655,570,
Dota 2, 2014-08-01,864261,570,
Dota 2, 2014-07-01,891058,570,
Dota 2, 2014-06-01,874975,570,
Dota 2, 2014-05-01,845664,570,
Dota 2, 2014-04-01,843024,570,
Dota 2, 2014-03-01,734998,570,
Dota 2, 2014-02-01,740345,570,
Dota 2, 2014-01-01,738682,570,
Dota 2, 2013-12-01,693538,570,
Dota 2, 2013-11-01,707938,570,
Dota 2, 2013-10-01,702792,570,
Dota 2, 2013-09-01,581615,570,
Dota 2, 2013-08-01,566715,570,
Dota 2, 2013-07-01,520532,570,
Dota 2, 2013-06-01,422617,570,
Dota 2, 2013-05-01,329977,570,
Dota 2, 2013-04-01,325815,570,
Dota 2, 2013-03-01,325897,570,
Dota 2, 2013-02-01,325598,570,
Dota 2, 2013-01-01,283870,570,
Dota 2, 2012-12-01,260989,570,
Dota 2, 2012-11-01,213521,570,
Dota 2, 2012-10-01,171931,570,
Dota 2, 2012-09-01,171860,570,
Dota 2, 2012-08-01,118901,570,
Dota 2, 2012-07-01,108689,570,
Dota 2, 2012-06-01,75041,570,
Dota 2, 2012-05-01,55519,570,
Dota 2, 2012-04-01,53426,570,
Dota 2, 2012-03-01,40661,570,
Dota 2, 2012-02-01,26129,570,
Dota 2, 2012-01-01,23539,570,
Dota 2, 2011-12-01,20156,570,
Dota 2, 2011-11-01,12385,570,
Dota 2, 2011-10-01,587,570,
Dota 2, 2011-09-01,312,570,
Thumper, 2023-11-01,32,356400,
Thumper, 2023-10-01,28,356400,
Thumper, 2023-09-01,23,356400,
Thumper, 2023-08-01,29,356400,
Thumper, 2023-07-01,29,356400,
Thumper, 2023-06-01,25,356400,
Thumper, 2023-05-01,19,356400,
Thumper, 2023-04-01,18,356400,
Thumper, 2023-03-01,26,356400,
Thumper, 2023-02-01,25,356400,
Thumper, 2023-01-01,32,356400,
Thumper, 2022-12-01,33,356400,
Thumper, 2022-11-01,36,356400,
Thumper, 2022-10-01,34,356400,
Thumper, 2022-09-01,21,356400,
Thumper, 2022-08-01,22,356400,
Thumper, 2022-07-01,32,356400,
Thumper, 2022-06-01,38,356400,
Thumper, 2022-05-01,30,356400,
Thumper, 2022-04-01,26,356400,
Thumper, 2022-03-01,21,356400,
Thumper, 2022-02-01,23,356400,
Thumper, 2022-01-01,37,356400,
Thumper, 2021-12-01,40,356400,
Thumper, 2021-11-01,34,356400,
Thumper, 2021-10-01,35,356400,
Thumper, 2021-09-01,26,356400,
Thumper, 2021-08-01,39,356400,
Thumper, 2021-07-01,37,356400,
Thumper, 2021-06-01,41,356400,
Thumper, 2021-05-01,25,356400,
Thumper, 2021-04-01,32,356400,
Thumper, 2021-03-01,30,356400,
Thumper, 2021-02-01,24,356400,
Thumper, 2021-01-01,40,356400,
Thumper, 2020-12-01,43,356400,
Thumper, 2020-11-01,37,356400,
Thumper, 2020-10-01,34,356400,
Thumper, 2020-09-01,25,356400,
Thumper, 2020-08-01,40,356400,
Thumper, 2020-07-01,34,356400,
Thumper, 2020-06-01,41,356400,
Thumper, 2020-05-01,33,356400,
Thumper, 2020-04-01,29,356400,
Thumper, 2020-03-01,41,356400,
Thumper, 2020-02-01,42,356400,
Thumper, 2020-01-01,45,356400,
Thumper, 2019-12-01,52,356400,
Thumper, 2019-11-01,64,356400,
Thumper, 2019-10-01,29,356400,
Thumper, 2019-09-01,22,356400,
Thumper, 2019-08-01,26,356400,
Thumper, 2019-07-01,69,356400,
Thumper, 2019-06-01,59,356400,
Thumper, 2019-05-01,25,356400,
Thumper, 2019-04-01,35,356400,
Thumper, 2019-03-01,62,356400,
Thumper, 2019-02-01,33,356400,
Thumper, 2019-01-01,61,356400,
Thumper, 2018-12-01,58,356400,
Thumper, 2018-11-01,55,356400,
Thumper, 2018-10-01,130,356400,
Thumper, 2018-09-01,26,356400,
Thumper, 2018-08-01,60,356400,
Thumper, 2018-07-01,59,356400,
Thumper, 2018-06-01,90,356400,
Thumper, 2018-05-01,37,356400,
Thumper, 2018-04-01,104,356400,
Thumper, 2018-03-01,30,356400,
Thumper, 2018-02-01,34,356400,
Thumper, 2018-01-01,54,356400,
Thumper, 2017-12-01,66,356400,
Thumper, 2017-11-01,49,356400,
Thumper, 2017-10-01,39,356400,
Thumper, 2017-09-01,51,356400,
Thumper, 2017-08-01,32,356400,
Thumper, 2017-07-01,107,356400,
Thumper, 2017-06-01,111,356400,
Thumper, 2017-05-01,85,356400,
Thumper, 2017-04-01,33,356400,
Thumper, 2017-03-01,50,356400,
Thumper, 2017-02-01,55,356400,
Thumper, 2017-01-01,122,356400,
Thumper, 2016-12-01,150,356400,
Thumper, 2016-11-01,80,356400,
Thumper, 2016-10-01,225,356400,
Thumper, 2016-09-01,237,356400,
Thumper, 2016-08-01,3,356400,
Thumper, 2016-07-01,2,356400,
Thumper, 2016-06-01,2,356400,
Thumper, 2016-05-01,1,356400,
Thumper, 2016-04-01,2,356400,
Celeste, 2023-11-01,2405,504230,
Celeste, 2023-10-01,1463,504230,
Celeste, 2023-09-01,1561,504230,
Celeste, 2023-08-01,2229,504230,
Celeste, 2023-07-01,2309,504230,
Celeste, 2023-06-01,2155,504230,
Celeste, 2023-05-01,1810,504230,
Celeste, 2023-04-01,3063,504230,
Celeste, 2023-03-01,4177,504230,
Celeste, 2023-02-01,3216,504230,
Celeste, 2023-01-01,2375,504230,
Celeste, 2022-12-01,2403,504230,
Celeste, 2022-11-01,2172,504230,
Celeste, 2022-10-01,1137,504230,
Celeste, 2022-09-01,1461,504230,
Celeste, 2022-08-01,2252,504230,
Celeste, 2022-07-01,1962,504230,
Celeste, 2022-06-01,2003,504230,
Celeste, 2022-05-01,1009,504230,
Celeste, 2022-04-01,1087,504230,
Celeste, 2022-03-01,1086,504230,
Celeste, 2022-02-01,1540,504230,
Celeste, 2022-01-01,1811,504230,
Celeste, 2021-12-01,1889,504230,
Celeste, 2021-11-01,1764,504230,
Celeste, 2021-10-01,2030,504230,
Celeste, 2021-09-01,870,504230,
Celeste, 2021-08-01,897,504230,
Celeste, 2021-07-01,1744,504230,
Celeste, 2021-06-01,1798,504230,
Celeste, 2021-05-01,764,504230,
Celeste, 2021-04-01,870,504230,
